   0.0000000    0.0000000000e+00    0.0000000000e+00
   0.0000000    0.0000000000e+00    0.0000000000e+00
   3.2000000    7.4857061629e-02    1.1151064711e-03
   6.4000000    1.1170679388e-01    2.3051339827e-03
   9.6000000    2.2093851060e-01    3.3527408606e-03
  12.8000000    2.3134099653e-01    4.6175341964e-03
  16.0000000    3.4411609085e-01    5.5907535293e-03
  19.2000000    3.6814533020e-01    6.9238129315e-03
  22.4000000    4.5796917768e-01    7.8204691000e-03
  25.6000000    5.0676128665e-01    9.2168582186e-03
  28.8000000    5.6185466490e-01    1.0039375812e-02
  32.0000000    6.3044510800e-01    1.1496027246e-02
  35.2000000    6.6541768599e-01    1.2249177210e-02
  38.4000000    7.4404722148e-01    1.3763646292e-02
  41.6000000    7.7219658341e-01    1.4452757826e-02
  44.8000000    8.5006878864e-01    1.6022003025e-02
  48.0000000    8.7945376309e-01    1.6652174325e-02
  51.2000000    9.5493360498e-01    1.8271878904e-02
  54.4000000    9.8814664066e-01    1.8847931707e-02
  57.6000000    1.0691085927e+00    2.0512371392e-02
  60.8000000    1.1070992813e+00    2.1039162196e-02
  64.0000000    1.1965378850e+00    2.2741448864e-02
  67.2000000    1.2415563497e+00    2.3224237870e-02
  70.4000000    1.3387000602e+00    2.4956743290e-02
  73.6000000    1.3939082460e+00    2.5401451960e-02
  76.8000000    1.4935864603e+00    2.7156250650e-02
  80.0000000    1.5626055548e+00    2.7569550031e-02
  83.2000000    1.6578769629e+00    2.9338777881e-02
  86.4000000    1.7403332002e+00    2.9728023311e-02
  89.6000000    1.8261133044e+00    3.1504106547e-02
  92.8000000    1.9180833646e+00    3.1877168792e-02
  96.0000000    1.9916781205e+00    3.3652922151e-02
  99.2000000    2.0860343835e+00    3.4017969752e-02
 102.4000000    2.1469058657e+00    3.5786588893e-02
 105.6000000    2.2347740924e+00    3.6151865109e-02
 108.8000000    2.2837755685e+00    3.7906849172e-02
 112.0000000    2.3569933658e+00    3.8280471244e-02
 115.2000000    2.3953118573e+00    4.0015513299e-02
 118.4000000    2.4482615765e+00    4.0405308168e-02
 121.6000000    2.4764821232e+00    4.2114188981e-02
 124.8000000    2.5061585194e+00    4.2527570146e-02
 128.0000000    2.5243712402e+00    4.4204085932e-02
 131.2000000    2.5317373851e+00    4.4647969897e-02
 134.4000000    2.5398684954e+00    4.6285917101e-02
 137.6000000    2.5283134576e+00    4.6766673745e-02
 140.8000000    2.5266150781e+00    4.8359902570e-02
 144.0000000    2.5016361028e+00    4.8883331307e-02
 147.2000000    2.4913528409e+00    5.0425865449e-02
 150.4000000    2.4594201769e+00    5.0997188062e-02
 153.6000000    2.4429263703e+00    5.2483393540e-02
 156.8000000    2.4107063181e+00    5.3107255208e-02
 160.0000000    2.3918279830e+00    5.4532029993e-02
 163.2000000    2.3654789848e+00    5.5212501662e-02
 166.4000000    2.3491111173e+00    5.6571453300e-02
 169.6000000    2.3338492793e+00    5.7312030687e-02
 172.8000000    2.3253487838e+00    5.8601612548e-02
 176.0000000    2.3254763489e+00    5.9405208900e-02
 179.2000000    2.3303490888e+00    6.0622796258e-02
 182.4000000    2.3486754152e+00    6.1491727425e-02
 185.6000000    2.3712536049e+00    6.2635628998e-02
 188.8000000    2.4100133009e+00    6.3571590444e-02
 192.0000000    2.4535970226e+00    6.4641005403e-02
 195.2000000    2.5134414821e+00    6.5645041977e-02
 198.4000000    2.5791251717e+00    6.6639982806e-02
 201.6000000    2.6601592000e+00    6.7712453676e-02
 204.8000000    2.7472513129e+00    6.8633659412e-02
 208.0000000    2.8481837951e+00    6.9774202485e-02
 211.2000000    2.9537959081e+00    7.0623064266e-02
 214.4000000    3.0724926883e+00    7.1830566178e-02
 217.6000000    3.1921747599e+00    7.2609079219e-02
 220.8000000    3.3251132720e+00    7.3881657999e-02
 224.0000000    3.4531677401e+00    7.4592403768e-02
 227.2000000    3.5957651698e+00    7.5927410785e-02
 230.4000000    3.7257722678e+00    7.6573563293e-02
 233.6000000    3.8723979699e+00    7.7967609034e-02
 236.8000000    3.9978352838e+00    7.8552952324e-02
 240.0000000    4.1419852158e+00    8.0001956998e-02
 243.2000000    4.2567072270e+00    8.0530898357e-02
 246.4000000    4.3913886010e+00    8.2030164280e-02
 249.6000000    4.4900134694e+00    8.2507729515e-02
 252.8000000    4.6082451763e+00    8.4052028474e-02
 256.0000000    4.6864296544e+00    8.4483830592e-02
 259.2000000    4.7817934275e+00    8.6067497116e-02
 262.4000000    4.8363686797e+00    8.6459676215e-02
 265.6000000    4.9036107186e+00    8.8076697352e-02
 268.8000000    4.9326826672e+00    8.8435835578e-02
 272.0000000    4.9681069268e+00    9.0079929547e-02
 275.2000000    4.9710455098e+00    9.0412949292e-02
 278.4000000    4.9729040461e+00    9.2077628759e-02
 281.6000000    4.9502868727e+00    9.2391684033e-02
 284.8000000    4.9189732446e+00    9.4070303871e-02
 288.0000000    4.8725123252e+00    9.4372674144e-02
 291.2000000    4.8105146251e+00    9.6058467392e-02
 294.4000000    4.7429970485e+00    9.6356460723e-02
 297.6000000    4.6547510923e+00    9.8042569130e-02
 300.8000000    4.5698951181e+00    9.8343438069e-02
 304.0000000    4.4614269988e+00    1.0002294458e-01
 307.2000000    4.3638053705e+00    1.0033381508e-01
 310.4000000    4.2422344303e+00    1.0199978478e-01
 313.6000000    4.1371077566e+00    1.0232759592e-01
 316.8000000    4.0101159486e+00    1.0397312978e-01
 320.0000000    3.9032325326e+00    1.0432458072e-01
 323.2000000    3.7785215322e+00    1.0594288323e-01
 326.4000000    3.6758506368e+00    1.0632438387e-01
 329.6000000    3.5606430540e+00    1.0790884272e-01
 332.8000000    3.4680781653e+00    1.0832646502e-01
 336.0000000    3.3686872888e+00    1.0987073862e-01
 339.2000000    3.2917023318e+00    1.1033016697e-01
 342.4000000    3.2132135814e+00    1.1182827391e-01
 345.6000000    3.1564980485e+00    1.1233475421e-01
 348.8000000    3.1025901685e+00    1.1378115908e-01
 352.0000000    3.0697586826e+00    1.1433944709e-01
 355.2000000    3.0425619247e+00    1.1572913783e-01
 358.4000000    3.0358307953e+00    1.1634344836e-01
 361.6000000    3.0360092925e+00    1.1767200198e-01
 364.8000000    3.0560658991e+00    1.1834596061e-01
 368.0000000    3.0828453956e+00    1.1960959607e-01
 371.2000000    3.1287376580e+00    1.2034619515e-01
 374.4000000    3.1800851552e+00    1.2154181390e-01
 377.6000000    3.2493147013e+00    1.2234337445e-01
 380.8000000    3.3221018160e+00    1.2346859006e-01
 384.0000000    3.4107827923e+00    1.2433673100e-01
 387.2000000    3.5010063844e+00    1.2538988984e-01
 390.4000000    3.6041364008e+00    1.2632550571e-01
 393.6000000    3.7071542856e+00    1.2730570018e-01
